Initial Solid Degradable Fraction,Placement Dry Density,Placement Moisture Content,Maximum Hydrolysis Rate,Thermal Conductivity,Specific Heat Capacity,Injection Pressure,Injection Duration,Time,Methane Generation,Max Temp
36.4,653.7,43.5,2500,0.5,1649.6,0,0,43.037,101.0362,22.41315
36.4,653.7,43.5,2500,0.5,1649.6,0,0,43.176,101.0362,22.378756
36.4,653.7,43.5,2500,0.5,1649.6,0,0,43.315,101.0362,22.34454
36.4,653.7,43.5,2500,0.5,1649.6,0,0,43.455,101.03621,22.310296
36.4,653.7,43.5,2500,0.5,1649.6,0,0,43.594,101.0362801,22.805745
36.4,653.7,43.5,2500,0.5,1649.6,0,0,43.733,101.0364302,23.846101
36.4,653.7,43.5,2500,0.5,1649.6,0,0,43.872,101.0365402,22.209408
36.4,653.7,43.5,2500,0.5,1649.6,0,0,44.012,101.0365702,22.175918
36.4,653.7,43.5,2500,0.5,1649.6,0,0,44.151,101.0365702,22.142864
36.4,653.7,43.5,2500,0.5,1649.6,0,0,44.29,101.0365702,22.110016
36.4,653.7,43.5,2500,0.5,1649.6,0,0,44.429,101.0365802,22.077399
36.4,653.7,43.5,2500,0.5,1649.6,0,0,44.569,101.0366203,22.0447
36.4,653.7,43.5,2500,0.5,1649.6,0,0,44.708,101.0367403,24.268706
36.4,653.7,43.5,2500,0.5,1649.6,0,0,44.847,101.0368504,21.980251
36.4,653.7,43.5,2500,0.5,1649.6,0,0,44.987,101.0368804,21.948076
36.4,653.7,43.5,2500,0.5,1649.6,0,0,45.126,101.0368904,21.916349
36.4,653.7,43.5,2500,0.5,1649.6,0,0,45.265,101.0368904,21.884781
36.4,653.7,43.5,2500,0.5,1649.6,0,0,45.404,101.0368904,21.853398
36.4,653.7,43.5,2500,0.5,1649.6,0,0,45.544,101.0369205,21.821968
36.4,653.7,43.5,2500,0.5,1649.6,0,0,45.683,101.0370105,24.416474
36.4,653.7,43.5,2500,0.5,1649.6,0,0,45.822,101.0371106,21.76004
36.4,653.7,43.5,2500,0.5,1649.6,0,0,45.962,101.0371506,21.729094
36.4,653.7,43.5,2500,0.5,1649.6,0,0,46.101,101.0371606,21.698539
36.4,653.7,43.5,2500,0.5,1649.6,0,0,46.24,101.0371606,21.668168
36.4,653.7,43.5,2500,0.5,1649.6,0,0,46.379,101.0371606,21.638006
36.4,653.7,43.5,2500,0.5,1649.6,0,0,46.519,101.0371806,21.607764
36.4,653.7,43.5,2500,0.5,1649.6,0,0,46.658,101.0372507,24.287337
36.4,653.7,43.5,2500,0.5,1649.6,0,0,46.797,101.0373407,21.548126
36.4,653.7,43.5,2500,0.5,1649.6,0,0,46.936,101.0373807,21.518566
36.4,653.7,43.5,2500,0.5,1649.6,0,0,47.076,101.0373908,21.48894
36.4,653.7,43.5,2500,0.5,1649.6,0,0,47.215,101.0373908,21.459688
36.4,653.7,43.5,2500,0.5,1649.6,0,0,47.354,101.0373908,21.430603
36.4,653.7,43.5,2500,0.5,1649.6,0,0,47.494,101.0374008,21.401472
36.4,653.7,43.5,2500,0.5,1649.6,0,0,47.633,101.0374508,23.885496
36.4,653.7,43.5,2500,0.5,1649.6,0,0,47.772,101.0375408,22.59487
36.4,653.7,43.5,2500,0.5,1649.6,0,0,47.911,101.0375809,21.315524
36.4,653.7,43.5,2500,0.5,1649.6,0,0,48.051,101.0375909,21.286963
36.4,653.7,43.5,2500,0.5,1649.6,0,0,48.19,101.0375909,21.258761
36.4,653.7,43.5,2500,0.5,1649.6,0,0,48.329,101.0375909,21.230749
36.4,653.7,43.5,2500,0.5,1649.6,0,0,48.468,101.0376009,21.202849
36.4,653.7,43.5,2500,0.5,1649.6,0,0,48.608,101.0376309,23.215567
36.4,653.7,43.5,2500,0.5,1649.6,0,0,48.747,101.0377009,23.420606
36.4,653.7,43.5,2500,0.5,1649.6,0,0,48.886,101.037751,21.119726
36.4,653.7,43.5,2500,0.5,1649.6,0,0,49.026,101.037761,21.092166
36.4,653.7,43.5,2500,0.5,1649.6,0,0,49.165,101.037761,21.064978
36.4,653.7,43.5,2500,0.5,1649.6,0,0,49.304,101.037761,21.03791
36.4,653.7,43.5,2500,0.5,1649.6,0,0,49.443,101.037771,21.010981
36.4,653.7,43.5,2500,0.5,1649.6,0,0,49.583,101.037791,22.301891
36.4,653.7,43.5,2500,0.5,1649.6,0,0,49.722,101.037851,23.997067
36.4,653.7,43.5,2500,0.5,1649.6,0,0,49.861,101.0379011,20.930758
36.4,653.7,43.5,2500,0.5,1649.6,0,0,50,101.0379111,20.904318
43,566.3,43.9,2500,0.72,1450.8,10,5.88,0,4.98E-13,0
43,566.3,43.9,2500,0.72,1450.8,10,5.88,0.14,7.10E-06,4.2866728
43,566.3,43.9,2500,0.72,1450.8,10,5.88,0.279,2.35E-05,5.1562285
43,566.3,43.9,2500,0.72,1450.8,10,5.88,0.418,0.001734891,17.773961
43,566.3,43.9,2500,0.72,1450.8,10,5.88,0.558,0.067005559,30.471624
43,566.3,43.9,2500,0.72,1450.8,10,5.88,0.697,0.355304595,31.091567
43,566.3,43.9,2500,0.72,1450.8,10,5.88,0.836,0.867742084,30.422851
43,566.3,43.9,2500,0.72,1450.8,10,5.88,0.975,1.456494128,29.309823
43,566.3,43.9,2500,0.72,1450.8,10,5.88,1.115,2.051525621,28.983369
43,566.3,43.9,2500,0.72,1450.8,10,5.88,1.254,2.651084178,28.782907
43,566.3,43.9,2500,0.72,1450.8,10,5.88,1.393,3.271600698,28.813124
43,566.3,43.9,2500,0.72,1450.8,10,5.88,1.533,3.94242581,29.279127
43,566.3,43.9,2500,0.72,1450.8,10,5.88,1.672,4.7000853,29.982979
43,566.3,43.9,2500,0.72,1450.8,10,5.88,1.811,5.569485943,30.956783
43,566.3,43.9,2500,0.72,1450.8,10,5.88,1.95,6.533401034,32.293823
43,566.3,43.9,2500,0.72,1450.8,10,5.88,2.09,7.581364647,33.960303
43,566.3,43.9,2500,0.72,1450.8,10,5.88,2.229,8.706817818,35.894332
43,566.3,43.9,2500,0.72,1450.8,10,5.88,2.368,9.918126621,37.98304
43,566.3,43.9,2500,0.72,1450.8,10,5.88,2.507,11.22259488,40.019797
43,566.3,43.9,2500,0.72,1450.8,10,5.88,2.647,12.66843369,41.892777
43,566.3,43.9,2500,0.72,1450.8,10,5.88,2.786,14.23009495,43.714149
43,566.3,43.9,2500,0.72,1450.8,10,5.88,2.925,15.87270364,45.862066
43,566.3,43.9,2500,0.72,1450.8,10,5.88,3.065,17.55357532,48.227897
43,566.3,43.9,2500,0.72,1450.8,10,5.88,3.204,19.23978267,50.588376
43,566.3,43.9,2500,0.72,1450.8,10,5.88,3.343,20.94155511,52.812854
43,566.3,43.9,2500,0.72,1450.8,10,5.88,3.482,22.67265764,54.783391
43,566.3,43.9,2500,0.72,1450.8,10,5.88,3.622,24.48992303,56.586354
43,566.3,43.9,2500,0.72,1450.8,10,5.88,3.761,26.32825051,58.104929
43,566.3,43.9,2500,0.72,1450.8,10,5.88,3.9,28.12213844,59.413942
43,566.3,43.9,2500,0.72,1450.8,10,5.88,4.039,29.82497762,60.573095
43,566.3,43.9,2500,0.72,1450.8,10,5.88,4.179,31.44465082,61.597466
43,566.3,43.9,2500,0.72,1450.8,10,5.88,4.318,32.9886223,62.497269
43,566.3,43.9,2500,0.72,1450.8,10,5.88,4.457,34.51463708,63.267068
43,566.3,43.9,2500,0.72,1450.8,10,5.88,4.597,36.08666659,63.926488
43,566.3,43.9,2500,0.72,1450.8,10,5.88,4.736,37.64186578,64.473834
43,566.3,43.9,2500,0.72,1450.8,10,5.88,4.875,39.15601242,64.947424
43,566.3,43.9,2500,0.72,1450.8,10,5.88,5.014,40.60733748,65.39527
43,566.3,43.9,2500,0.72,1450.8,10,5.88,5.154,42.00194713,65.809616
43,566.3,43.9,2500,0.72,1450.8,10,5.88,5.293,43.3463044,66.20038
43,566.3,43.9,2500,0.72,1450.8,10,5.88,5.432,44.6910342,66.541665
43,566.3,43.9,2500,0.72,1450.8,10,5.88,5.572,46.08454386,66.811583
43,566.3,43.9,2500,0.72,1450.8,10,5.88,5.711,47.47120816,67.021733
43,566.3,43.9,2500,0.72,1450.8,10,5.88,5.85,48.82870859,67.192713
43,566.3,43.9,2500,0.72,1450.8,10,5.88,5.989,50.14797928,67.36542
43,566.3,43.9,2500,0.72,1450.8,10,5.88,6.129,51.42713998,67.534987
43,566.3,43.9,2500,0.72,1450.8,10,5.88,6.268,52.66352529,67.696204
43,566.3,43.9,2500,0.72,1450.8,10,5.88,6.407,53.89968377,67.819559
43,566.3,43.9,2500,0.72,1450.8,10,5.88,6.546,55.17616832,67.890152
43,566.3,43.9,2500,0.72,1450.8,10,5.88,6.686,56.47284964,67.919126
43,566.3,43.9,2500,0.72,1450.8,10,5.88,6.825,57.73868337,67.926598
43,566.3,43.9,2500,0.72,1450.8,10,5.88,6.964,58.96879533,67.945985
43,566.3,43.9,2500,0.72,1450.8,10,5.88,7.104,60.16386702,67.975454
43,566.3,43.9,2500,0.72,1450.8,10,5.88,7.243,61.31115815,68.016144
43,566.3,43.9,2500,0.72,1450.8,10,5.88,7.382,62.45409429,68.031359
43,566.3,43.9,2500,0.72,1450.8,10,5.88,7.521,63.63414161,67.999456
43,566.3,43.9,2500,0.72,1450.8,10,5.88,7.661,64.84230367,67.942688
43,566.3,43.9,2500,0.72,1450.8,10,5.88,7.8,66.02081491,67.858975
43,566.3,43.9,2500,0.72,1450.8,10,5.88,7.939,67.16803368,67.77721
43,566.3,43.9,2500,0.72,1450.8,10,5.88,8.078,68.26869213,67.707635
43,566.3,43.9,2500,0.72,1450.8,10,5.88,8.218,69.32976468,67.652778
43,566.3,43.9,2500,0.72,1450.8,10,5.88,8.357,70.36439349,67.594472
43,566.3,43.9,2500,0.72,1450.8,10,5.88,8.496,71.42594906,67.507726
43,566.3,43.9,2500,0.72,1450.8,10,5.88,8.636,72.51987948,67.387328
43,566.3,43.9,2500,0.72,1450.8,10,5.88,8.775,73.58781791,67.238872
43,566.3,43.9,2500,0.72,1450.8,10,5.88,8.914,74.6197256,67.092255
43,566.3,43.9,2500,0.72,1450.8,10,5.88,9.053,75.59724496,66.960992
43,566.3,43.9,2500,0.72,1450.8,10,5.88,9.193,76.52481702,66.847499
43,566.3,43.9,2500,0.72,1450.8,10,5.88,9.332,77.41123091,66.734501
43,566.3,43.9,2500,0.72,1450.8,10,5.88,9.471,78.30671654,66.592875
43,566.3,43.9,2500,0.72,1450.8,10,5.88,9.611,79.23303314,66.413648
43,566.3,43.9,2500,0.72,1450.8,10,5.88,9.75,80.13651495,66.202081
43,566.3,43.9,2500,0.72,1450.8,10,5.88,9.889,81.00092516,65.988556
43,566.3,43.9,2500,0.72,1450.8,10,5.88,10.028,81.80671136,65.789199
43,566.3,43.9,2500,0.72,1450.8,10,5.88,10.168,82.55344821,65.608117
43,566.3,43.9,2500,0.72,1450.8,10,5.88,10.307,83.24924433,65.429661
43,566.3,43.9,2500,0.72,1450.8,10,5.88,10.446,83.94109908,65.220508
43,566.3,43.9,2500,0.72,1450.8,10,5.88,10.585,84.6574293,64.974476
43,566.3,43.9,2500,0.72,1450.8,10,5.88,10.725,85.37709861,64.696374
43,566.3,43.9,2500,0.72,1450.8,10,5.88,10.864,86.05731401,64.407439
43,566.3,43.9,2500,0.72,1450.8,10,5.88,11.003,86.68327405,64.131015
43,566.3,43.9,2500,0.72,1450.8,10,5.88,11.143,87.25522808,63.874352
43,566.3,43.9,2500,0.72,1450.8,10,5.88,11.282,87.7799129,63.628731
43,566.3,43.9,2500,0.72,1450.8,10,5.88,11.421,88.29474475,63.365008
43,566.3,43.9,2500,0.72,1450.8,10,5.88,11.56,88.83204864,63.087591
43,566.3,43.9,2500,0.72,1450.8,10,5.88,11.7,89.38888345,62.766006
43,566.3,43.9,2500,0.72,1450.8,10,5.88,11.839,89.9193899,62.43074
43,566.3,43.9,2500,0.72,1450.8,10,5.88,11.978,90.40486428,62.110427
43,566.3,43.9,2500,0.72,1450.8,10,5.88,12.117,90.83895501,61.819753
43,566.3,43.9,2500,0.72,1450.8,10,5.88,12.257,91.23876129,61.546911
43,566.3,43.9,2500,0.72,1450.8,10,5.88,12.396,91.62345716,61.2636
43,566.3,43.9,2500,0.72,1450.8,10,5.88,12.535,92.0241493,60.943615
43,566.3,43.9,2500,0.72,1450.8,10,5.88,12.675,92.45194223,60.60243
43,566.3,43.9,2500,0.72,1450.8,10,5.88,12.814,92.86735955,60.248452
43,566.3,43.9,2500,0.72,1450.8,10,5.88,12.953,93.2457273,59.90807
43,566.3,43.9,2500,0.72,1450.8,10,5.88,13.092,93.58060492,59.585112
43,566.3,43.9,2500,0.72,1450.8,10,5.88,13.232,93.88564596,59.282072
43,566.3,43.9,2500,0.72,1450.8,10,5.88,13.371,94.17481685,58.982577
43,566.3,43.9,2500,0.72,1450.8,10,5.88,13.51,94.4705906,58.656354
43,566.3,43.9,2500,0.72,1450.8,10,5.88,13.65,94.79254898,58.294558
43,566.3,43.9,2500,0.72,1450.8,10,5.88,13.789,95.11342888,57.903966
43,566.3,43.9,2500,0.72,1450.8,10,5.88,13.928,95.40599067,57.503621
43,566.3,43.9,2500,0.72,1450.8,10,5.88,14.067,95.66031,57.114186
43,566.3,43.9,2500,0.72,1450.8,10,5.88,14.207,95.88814748,56.738585
43,566.3,43.9,2500,0.72,1450.8,10,5.88,14.346,96.0995829,56.366448
43,566.3,43.9,2500,0.72,1450.8,10,5.88,14.485,96.31007674,55.968132
43,566.3,43.9,2500,0.72,1450.8,10,5.88,14.624,96.53658934,55.543892
43,566.3,43.9,2500,0.72,1450.8,10,5.88,14.764,96.77059164,55.082074
43,566.3,43.9,2500,0.72,1450.8,10,5.88,14.903,96.98135241,54.601675
43,566.3,43.9,2500,0.72,1450.8,10,5.88,15.042,97.15821787,54.120448
43,566.3,43.9,2500,0.72,1450.8,10,5.88,15.182,97.31017569,53.644685
43,566.3,43.9,2500,0.72,1450.8,10,5.88,15.321,97.44613135,53.16878
43,566.3,43.9,2500,0.72,1450.8,10,5.88,15.46,97.57552131,52.664036
43,566.3,43.9,2500,0.72,1450.8,10,5.88,15.599,97.71301012,52.107295
43,566.3,43.9,2500,0.72,1450.8,10,5.88,15.739,97.85885493,51.492047
43,566.3,43.9,2500,0.72,1450.8,10,5.88,15.878,97.98912292,50.845453
43,566.3,43.9,2500,0.72,1450.8,10,5.88,16.017,98.09094765,50.207677
43,566.3,43.9,2500,0.72,1450.8,10,5.88,16.156,98.1706455,49.596015
43,566.3,43.9,2500,0.72,1450.8,10,5.88,16.296,98.23902079,49.010096
43,566.3,43.9,2500,0.72,1450.8,10,5.88,16.435,98.30129482,48.419627
43,566.3,43.9,2500,0.72,1450.8,10,5.88,16.574,98.3689759,47.81155
43,566.3,43.9,2500,0.72,1450.8,10,5.88,16.714,98.44779376,47.164201
43,566.3,43.9,2500,0.72,1450.8,10,5.88,16.853,98.52077434,46.494389
43,566.3,43.9,2500,0.72,1450.8,10,5.88,16.992,98.57420934,45.816677
43,566.3,43.9,2500,0.72,1450.8,10,5.88,17.131,98.61156007,45.162449
43,566.3,43.9,2500,0.72,1450.8,10,5.88,17.271,98.64195887,44.553959
43,566.3,43.9,2500,0.72,1450.8,10,5.88,17.41,98.66944392,43.96463
43,566.3,43.9,2500,0.72,1450.8,10,5.88,17.549,98.70152448,43.372143
43,566.3,43.9,2500,0.72,1450.8,10,5.88,17.689,98.74551425,42.773855
43,566.3,43.9,2500,0.72,1450.8,10,5.88,17.828,98.79052089,42.188441
43,566.3,43.9,2500,0.72,1450.8,10,5.88,17.967,98.82264056,41.607191
43,566.3,43.9,2500,0.72,1450.8,10,5.88,18.106,98.84239147,41.046989
43,566.3,43.9,2500,0.72,1450.8,10,5.88,18.246,98.85733176,40.511579
43,566.3,43.9,2500,0.72,1450.8,10,5.88,18.385,98.8705414,40.004393
43,566.3,43.9,2500,0.72,1450.8,10,5.88,18.524,98.88651813,39.507224
43,566.3,43.9,2500,0.72,1450.8,10,5.88,18.663,98.91217475,39.016245
43,566.3,43.9,2500,0.72,1450.8,10,5.88,18.803,98.94229,38.529752
43,566.3,43.9,2500,0.72,1450.8,10,5.88,18.942,98.96362489,38.056124
43,566.3,43.9,2500,0.72,1450.8,10,5.88,19.081,98.974615,37.59183
43,566.3,43.9,2500,0.72,1450.8,10,5.88,19.221,98.98157671,37.143294
43,566.3,43.9,2500,0.72,1450.8,10,5.88,19.36,98.98737487,36.718797
43,566.3,43.9,2500,0.72,1450.8,10,5.88,19.499,98.99472768,36.319927
43,566.3,43.9,2500,0.72,1450.8,10,5.88,19.638,99.00954086,35.935088
43,566.3,43.9,2500,0.72,1450.8,10,5.88,19.778,99.03007398,35.5493
43,566.3,43.9,2500,0.72,1450.8,10,5.88,19.917,99.04547383,35.173004
43,566.3,43.9,2500,0.72,1450.8,10,5.88,20.056,99.05241598,34.807052
43,566.3,43.9,2500,0.72,1450.8,10,5.88,20.195,99.05587727,34.46773
43,566.3,43.9,2500,0.72,1450.8,10,5.88,20.335,99.05854658,34.141632
43,566.3,43.9,2500,0.72,1450.8,10,5.88,20.474,99.06205677,33.831904
43,566.3,43.9,2500,0.72,1450.8,10,5.88,20.613,99.07099356,33.532613
43,566.3,43.9,2500,0.72,1450.8,10,5.88,20.753,99.08594363,33.247992
43,566.3,43.9,2500,0.72,1450.8,10,5.88,20.892,99.09832217,32.971916
43,566.3,43.9,2500,0.72,1450.8,10,5.88,21.031,99.10366078,32.697247
43,566.3,43.9,2500,0.72,1450.8,10,5.88,21.17,99.10570432,32.434875
43,566.3,43.9,2500,0.72,1450.8,10,5.88,21.31,99.10706341,32.185351
43,566.3,43.9,2500,0.72,1450.8,10,5.88,21.449,99.10880384,31.946395
43,566.3,43.9,2500,0.72,1450.8,10,5.88,21.588,99.11426956,31.715795
43,566.3,43.9,2500,0.72,1450.8,10,5.88,21.728,99.12535745,31.494369
43,566.3,43.9,2500,0.72,1450.8,10,5.88,21.867,99.13575112,31.284726
43,566.3,43.9,2500,0.72,1450.8,10,5.88,22.006,99.14042485,31.077612
43,566.3,43.9,2500,0.72,1450.8,10,5.88,22.145,99.1418915,30.872871
43,566.3,43.9,2500,0.72,1450.8,10,5.88,22.285,99.14268349,30.680114
43,566.3,43.9,2500,0.72,1450.8,10,5.88,22.424,99.14360259,30.496358
43,566.3,43.9,2500,0.72,1450.8,10,5.88,22.563,99.14694656,30.31803
43,566.3,43.9,2500,0.72,1450.8,10,5.88,22.702,99.15508159,30.150789
43,566.3,43.9,2500,0.72,1450.8,10,5.88,22.842,99.16398905,29.990854
43,566.3,43.9,2500,0.72,1450.8,10,5.88,22.981,99.16835967,29.834144
43,566.3,43.9,2500,0.72,1450.8,10,5.88,23.12,99.16960144,29.681322
43,566.3,43.9,2500,0.72,1450.8,10,5.88,23.26,99.17012943,29.536639
43,566.3,43.9,2500,0.72,1450.8,10,5.88,23.399,99.17065743,29.395045
43,566.3,43.9,2500,0.72,1450.8,10,5.88,23.538,99.17266185,29.257403
43,566.3,43.9,2500,0.72,1450.8,10,5.88,23.677,99.17862623,29.12501
43,566.3,43.9,2500,0.72,1450.8,10,5.88,23.817,99.18616482,29.002608
43,566.3,43.9,2500,0.72,1450.8,10,5.88,23.956,99.19033989,28.880874
43,566.3,43.9,2500,0.72,1450.8,10,5.88,24.095,99.19150343,28.760318
43,566.3,43.9,2500,0.72,1450.8,10,5.88,24.234,99.19190432,28.640399
43,566.3,43.9,2500,0.72,1450.8,10,5.88,24.374,99.19222698,28.520829
43,566.3,43.9,2500,0.72,1450.8,10,5.88,24.513,99.19341986,28.403854
43,566.3,43.9,2500,0.72,1450.8,10,5.88,24.652,99.19768293,28.289227
43,566.3,43.9,2500,0.72,1450.8,10,5.88,24.792,99.20397975,28.175902
43,566.3,43.9,2500,0.72,1450.8,10,5.88,24.931,99.20797882,28.065077
43,566.3,43.9,2500,0.72,1450.8,10,5.88,25.07,99.20914236,27.95538
43,566.3,43.9,2500,0.72,1450.8,10,5.88,25.209,99.2094748,27.84663
43,566.3,43.9,2500,0.72,1450.8,10,5.88,25.349,99.20969969,27.738034
43,566.3,43.9,2500,0.72,1450.8,10,5.88,25.488,99.21039391,27.631724
43,566.3,43.9,2500,0.72,1450.8,10,5.88,25.627,99.2133761,27.527432
43,566.3,43.9,2500,0.72,1450.8,10,5.88,25.767,99.21853871,27.424524
43,566.3,43.9,2500,0.72,1450.8,10,5.88,25.906,99.22232267,27.324097
43,566.3,43.9,2500,0.72,1450.8,10,5.88,26.045,99.22352533,27.224611
43,566.3,43.9,2500,0.72,1450.8,10,5.88,26.184,99.22381866,27.125798
43,566.3,43.9,2500,0.72,1450.8,10,5.88,26.324,99.22398488,27.027093
43,566.3,43.9,2500,0.72,1450.8,10,5.88,26.463,99.22438576,26.930335
43,566.3,43.9,2500,0.72,1450.8,10,5.88,26.602,99.22640974,26.835471
43,566.3,43.9,2500,0.72,1450.8,10,5.88,26.741,99.23052614,26.742436
43,566.3,43.9,2500,0.72,1450.8,10,5.88,26.881,99.23408522,26.65038
43,566.3,43.9,2500,0.72,1450.8,10,5.88,27.02,99.23533676,26.559948
43,566.3,43.9,2500,0.72,1450.8,10,5.88,27.159,99.23563009,26.470167
43,566.3,43.9,2500,0.72,1450.8,10,5.88,27.299,99.2357572,26.380235
43,566.3,43.9,2500,0.72,1450.8,10,5.88,27.438,99.23599186,26.332098
43,566.3,43.9,2500,0.72,1450.8,10,5.88,27.577,99.23731185,26.211633
43,566.3,43.9,2500,0.72,1450.8,10,5.88,27.716,99.24055804,26.170325
43,566.3,43.9,2500,0.72,1450.8,10,5.88,27.856,99.24378467,26.062036
43,566.3,43.9,2500,0.72,1450.8,10,5.88,27.995,99.24510466,26.00427
43,566.3,43.9,2500,0.72,1450.8,10,5.88,28.134,99.24538821,25.91772
43,566.3,43.9,2500,0.72,1450.8,10,5.88,28.273,99.24549577,25.839998
43,566.3,43.9,2500,0.72,1450.8,10,5.88,28.413,99.24564243,25.758576
43,566.3,43.9,2500,0.72,1450.8,10,5.88,28.552,99.24648331,25.679169
43,566.3,43.9,2500,0.72,1450.8,10,5.88,28.691,99.24896684,25.601282
43,566.3,43.9,2500,0.72,1450.8,10,5.88,28.831,99.25184148,25.524324
43,566.3,43.9,2500,0.72,1450.8,10,5.88,28.97,99.25320058,25.448877
43,566.3,43.9,2500,0.72,1450.8,10,5.88,29.109,99.25350368,25.374036
43,566.3,43.9,2500,0.72,1450.8,10,5.88,29.248,99.25360146,25.299469
43,566.3,43.9,2500,0.72,1450.8,10,5.88,29.388,99.25368946,25.224998
43,566.3,43.9,2500,0.72,1450.8,10,5.88,29.527,99.25420768,25.152087
43,566.3,43.9,2500,0.72,1450.8,10,5.88,29.666,99.25605566,25.080548
43,566.3,43.9,2500,0.72,1450.8,10,5.88,29.806,99.25856852,25.009852
43,566.3,43.9,2500,0.72,1450.8,10,5.88,29.945,99.25994717,24.940638
43,566.3,43.9,2500,0.72,1450.8,10,5.88,30.084,99.26027961,24.871793
43,566.3,43.9,2500,0.72,1450.8,10,5.88,30.223,99.26035784,24.803178
43,566.3,43.9,2500,0.72,1450.8,10,5.88,30.363,99.26042628,24.73451
43,566.3,43.9,2500,0.72,1450.8,10,5.88,30.502,99.26072939,24.667243
43,566.3,43.9,2500,0.72,1450.8,10,5.88,30.641,99.26206893,24.601126
43,566.3,43.9,2500,0.72,1450.8,10,5.88,30.78,99.26419069,24.536264
43,566.3,43.9,2500,0.72,1450.8,10,5.88,30.92,99.26556934,24.471874
43,566.3,43.9,2500,0.72,1450.8,10,5.88,31.059,99.26593111,24.408419
43,566.3,43.9,2500,0.72,1450.8,10,5.88,31.198,99.26601911,24.345034
43,566.3,43.9,2500,0.72,1450.8,10,5.88,31.338,99.26605822,24.281479
43,566.3,43.9,2500,0.72,1450.8,10,5.88,31.477,99.266244,24.219036
43,566.3,43.9,2500,0.72,1450.8,10,5.88,31.616,99.26718265,24.157685
43,566.3,43.9,2500,0.72,1450.8,10,5.88,31.755,99.26893286,24.097595
43,566.3,43.9,2500,0.72,1450.8,10,5.88,31.895,99.27028218,24.037937
43,566.3,43.9,2500,0.72,1450.8,10,5.88,32.034,99.27068306,23.979106
43,566.3,43.9,2500,0.72,1450.8,10,5.88,32.173,99.27076128,23.920361
43,566.3,43.9,2500,0.72,1450.8,10,5.88,32.312,99.27080039,23.861812
43,566.3,43.9,2500,0.72,1450.8,10,5.88,32.452,99.27089817,23.803315
43,566.3,43.9,2500,0.72,1450.8,10,5.88,32.591,99.27153372,23.746175
43,566.3,43.9,2500,0.72,1450.8,10,5.88,32.73,99.27296126,23.94512
43,566.3,43.9,2500,0.72,1450.8,10,5.88,32.87,99.27423236,23.634688
43,566.3,43.9,2500,0.72,1450.8,10,5.88,33.009,99.27467235,23.580023
43,566.3,43.9,2500,0.72,1450.8,10,5.88,33.148,99.27475058,23.525471
43,566.3,43.9,2500,0.72,1450.8,10,5.88,33.287,99.27477991,23.470879
43,566.3,43.9,2500,0.72,1450.8,10,5.88,33.427,99.27484835,23.416281
43,566.3,43.9,2500,0.72,1450.8,10,5.88,33.566,99.27525902,23.36288
43,566.3,43.9,2500,0.72,1450.8,10,5.88,33.705,99.27637367,24.3916
43,566.3,43.9,2500,0.72,1450.8,10,5.88,33.845,99.27754699,23.258825
43,566.3,43.9,2500,0.72,1450.8,10,5.88,33.984,99.2780261,23.207861
43,566.3,43.9,2500,0.72,1450.8,10,5.88,34.123,99.2781141,23.156935
43,566.3,43.9,2500,0.72,1450.8,10,5.88,34.262,99.27814343,23.106004
43,566.3,43.9,2500,0.72,1450.8,10,5.88,34.402,99.27818254,23.054895
43,566.3,43.9,2500,0.72,1450.8,10,5.88,34.541,99.27843676,23.004825
43,566.3,43.9,2500,0.72,1450.8,10,5.88,34.68,99.2792972,24.559773
43,566.3,43.9,2500,0.72,1450.8,10,5.88,34.819,99.28034341,22.907583
43,566.3,43.9,2500,0.72,1450.8,10,5.88,34.959,99.28085185,22.859589
43,566.3,43.9,2500,0.72,1450.8,10,5.88,35.098,99.2809594,22.812021
43,566.3,43.9,2500,0.72,1450.8,10,5.88,35.237,99.28097896,22.764271
43,566.3,43.9,2500,0.72,1450.8,10,5.88,35.377,99.28099851,22.716298
43,566.3,43.9,2500,0.72,1450.8,10,5.88,35.516,99.28116473,22.669214
43,566.3,43.9,2500,0.72,1450.8,10,5.88,35.655,99.28180028,24.447195
43,566.3,43.9,2500,0.72,1450.8,10,5.88,35.794,99.28271938,22.577837
43,566.3,43.9,2500,0.72,1450.8,10,5.88,35.934,99.2832376,22.53281
43,566.3,43.9,2500,0.72,1450.8,10,5.88,36.073,99.28335493,22.488157
43,566.3,43.9,2500,0.72,1450.8,10,5.88,36.212,99.28338427,22.443385
43,566.3,43.9,2500,0.72,1450.8,10,5.88,36.351,99.28339404,22.398553
43,566.3,43.9,2500,0.72,1450.8,10,5.88,36.491,99.28349182,22.353851
43,566.3,43.9,2500,0.72,1450.8,10,5.88,36.63,99.28395137,24.057301
43,566.3,43.9,2500,0.72,1450.8,10,5.88,36.769,99.28473358,22.823287
43,566.3,43.9,2500,0.72,1450.8,10,5.88,36.909,99.28526158,22.225255
43,566.3,43.9,2500,0.72,1450.8,10,5.88,37.048,99.28538869,22.183327
43,566.3,43.9,2500,0.72,1450.8,10,5.88,37.187,99.28540824,22.141156
43,566.3,43.9,2500,0.72,1450.8,10,5.88,37.326,99.2854278,22.098882
43,566.3,43.9,2500,0.72,1450.8,10,5.88,37.466,99.28547669,22.056631
43,566.3,43.9,2500,0.72,1450.8,10,5.88,37.605,99.28579935,23.394488
43,566.3,43.9,2500,0.72,1450.8,10,5.88,37.744,99.28644468,23.492941
